UniqueCount	AmbigCount
1382	28
1	28
180	51
18	0
423	1
210	3
0	2
3594	2607
72	2607
264	0
0	3
0	3
2835	1455
0	1455
5185	4705
1	162
2	11
78	167
0	116
102	3598
1	305
55	347
29	133
5	163
61	10
12	10
336	151
276	148
1	0
471	159
22	0
2	0
1	2
2	51
20	333
0	1288
44	821
1	1199
0	226
4830	2230
1792	95
1	22
17	98
12	50
0	98
1	20
1	20
6	98
2	12
17	237
222	24
0	10
0	96
719	0
10	121
0	96
39	942
67	673
321	548
17	484
1	30
516	1138
111	794
20	215
0	1123
20	0
14	48
1	0
8	0
452	130
0	472
12	0
1	217
11	430
1169	1271
1	45
0	263
8	1187
7	1438
13	184
0	617
0	1170
478	1465
3	52
120	0
103	11
0	226
1	0
14	97
39	234
0	54
65	0
1	0
324	3
0	3
1	0
2	0
1	0
79	0
0	472
433	342
227	654
475	54
79	0
1	0
0	5108
474	6237
0	7114
136	4673
46	3872
97	666
0	555
83	4440
0	3861
113	716
5	3059
161	4972
22	5979
4	4165
0	60
78	104
1219	3672
0	51
26	51
99	286
12	0
726	0
29	1355
0	3352
66	3559
0	2876
8	3374
0	844
701	4002
59	419
1	3569
41	3618
0	1
75	83
0	67
142	16
1	1
7	76
0	1809
65	1780
1	3777
1	424
0	2151
96	338
0	2381
0	902
1	1124
180	500
63	796
146	1529
4	213
13	1273
21	1098
57	341
0	665
13	1085
25	1635
12	797
309	1632
2	91
1	1585
0	1514
23	12
156	1063
677	1063
40	0
1221	64
10	31
1	26
90	3
16	4
29	0
1	15
26	15
180	522
176	351
59	171
34	1220
0	368
52	9766
0	7162
45	9473
9	7841
292	8944
1	8655
0	8186
7	6833
0	8314
68	8193
4	5190
5	0
24	2435
16	294
19	940
1	1343
194	1072
315	1447
15	0
10	268
1	0
513	1157
1	1307
1	80
461	890
1	0
3	106
5	55
3	51
0	4
12	38
4	305
0	132
3	305
3483	0
222	1752
75	1223
545	1575
5	1020
91	365
1	282
2	290
2	0
71	0
1	10913
0	10647
0	10527
0	10261
1	330
1	286
148	186
90	0
692	322
3123	4010
12	13
83	1255
23	1255
0	1252
716	0
127	639
33	681
1	0
218	0
239	2569
133	1920
0	2586
0	2161
2	1674
35	2599
13	2221
117	733
1	2189
5	1079
96	905
1	885
31	564
7	115
1	168
101	734
0	512
12	10
1291	119
1	0
1	0
1	0
17	0
94	0
237	0
34	3
0	3
0	383
0	383
218	291
1	81
9	1
37	4
2	112
4	356
110	222
55	298
1602	634
100	624
145	145
0	6111
0	6835
9	6310
0	6823
232	2396
0	2063
0	2683
397	1037
267	2447
830	0
448	180
8	63
4	170
14	89
237	88
3146	0
129	2164
0	2439
8	1691
2	970
0	1280
1	806
61	998
0	112
0	1344
33	581
76	94
1	148
2	648
148	656
161	414
82	0
2	147
58	132
108	258
1	0
354	0
310	0
30	11207
0	8691
3802	11835
0	11877
10	517
1	10365
62	0
1	2036
1174	9041
122	9014
133	5780
0	5188
268	6
0	423
23	839
19	0
888	1457
26	825
14	597
1	262
1	0
22	0
826	3707
424	1161
1	504
0	2565
67	1282
2	4630
6	9886
9	9743
151	6406
45	3949
1	10044
14	1614
2	8011
15	6399
307	5187
12	3381
46	5803
0	9822
2	6329
0	5639
28	6978
0	8919
6	2421
0	1199
17	731
281	7775
0	1099
47	2614
7	1678
44	975
26	884
11	2436
64	117
0	428
169	4276
159	1859
70	2086
26	3078
2	2681
0	2689
0	3
1	0
0	1043
0	2536
1	1915
224	1322
59	1115
0	1129
0	585
0	480
